"","pmid","citing"
"2628",25613453,28406751
"2629",25613453,28179571
"2630",25613453,27663310
"2631",25613453,27516614
"2632",25613453,27503295
"2633",25613453,27450436
"2634",25613453,26734601
"2635",25613453,26209074
"2636",25613453,26085809
"2637",25613453,26031834
"2638",25610659,27652085
"2639",25609453,28851390
"2640",25609453,28684753
"2641",25609453,28535662
"2642",25609453,28149329
"2643",25609453,27051466
"2644",25609453,26634437
"2645",25608482,29382274
"2646",25608482,29121907
"2647",25608482,27582052
"2648",25608482,27401464
"2649",25608482,26795620
"2650",25606060,29309036
"2651",25606060,28431148
"2652",25606060,27583184
"2653",25606060,27099633
"2654",25606060,26716650
"2655",25598847,28585566
"2656",25598847,28523221
"2657",25598847,27895722
"2658",25598847,27854277
"2659",25598847,27618310
"2660",25598847,27525044
"2661",25598847,26281766
"2662",25586649,29149223
"2663",25586649,28289518
"2664",25586649,26904537
"2665",25586649,25774044
"2666",25583076,28945791
"2667",25582775,27183847
"2668",25580720,29850476
"2669",25580720,29492298
"2670",25580720,28833526
"2671",25580720,28548590
"2672",25580720,28362264
"2673",25580720,28234024
"2674",25580720,27867940
"2675",25580720,27542345
"2676",25577199,29688421
"2677",25577199,29684203
"2678",25577199,29610583
"2679",25577199,29606909
"2680",25577199,29588379
"2681",25577199,29492295
"2682",25577199,29445022
"2683",25577199,29439662
"2684",25577199,29410521
"2685",25577199,29392473
"2686",25577199,29308093
"2687",25577199,29269833
"2688",25577199,29196678
"2689",25577199,29129531
"2690",25577199,29114357
"2691",25577199,28945883
"2692",25577199,28701376
"2693",25577199,28695823
"2694",25577199,28580197
"2695",25577199,28450881
"2696",25572872,28627630
"2697",25572872,27698683
"2698",25569347,29756093
"2699",25569347,29705598
"2700",25569347,29413969
"2701",25569347,29281825
"2702",25569347,29239145
"2703",25569347,29217584
"2704",25569347,29186545
"2705",25569347,29125960
"2706",25569347,29121403
"2707",25569347,28948042
"2708",25569347,28683077
"2709",25569347,28662076
"2710",25569347,28617797
"2711",25569347,28523221
"2712",25569347,28483779
"2713",25569347,28450582
"2714",25569347,28334972
"2715",25569347,28301478
"2716",25569347,28245591
"2717",25569347,28207771
"2718",25559846,27895821
"2719",25549800,29713335
"2720",25549800,29675141
"2721",25549800,29590207
"2722",25549800,28919955
"2723",25549800,27344147
"2724",25549800,26312132
"2725",25549800,26310656
"2726",27347370,28344960
"2727",27347370,27347370
"2728",25547156,29089422
"2729",25547156,28851378
"2730",25546334,27924012
"2731",25546334,27863442
"2732",25546334,27255140
"2733",25546334,27158268
"2734",25546334,27048215
"2735",25546334,26481352
"2736",25537884,29025028
"2737",25537884,28934725
"2738",25537884,26744549
"2739",25537884,26391647
"2740",25523019,29375308
"2741",25523019,27429978
"2742",25523019,27297240
"2743",25523019,25769090
"2744",25523019,25759392
"2745",25516439,29862034
"2746",25516439,29625514
"2747",25516439,29449273
"2748",25516439,28678988
"2749",25516439,28619191
"2750",25516439,28122032
"2751",25516439,27233299
"2752",25516439,27068631
"2753",25516439,26925247
"2754",25514805,29440928
"2755",25514805,29187878
"2756",25514805,28969078
"2757",25514805,28757263
"2758",25514805,25797072
"2759",25512264,29168761
"2760",25512264,28663305
"2761",25512264,28424066
"2762",25512264,28075199
"2763",25512264,27982729
"2764",25512264,27752276
"2765",25512264,27677526
"2766",25512264,27107129
"2767",25503085,29392473
"2768",25503085,29308093
"2769",25503085,29255493
"2770",25503085,28179571
"2771",25503085,28158585
"2772",25503085,28137821
"2773",25503085,27551343
"2774",25503085,27097561
"2775",25503085,26865840
"2776",25503085,26527652
"2777",25503085,26284513
"2778",25503085,26045719
"2779",25503085,26019167
"2780",25503085,26014613
"2781",25503085,25741440
"2782",25503085,25501991
"2783",25498506,28930171
"2784",25498506,27346749
"2785",25498506,26640324
"2786",25498506,26217090
"2787",25497110,26633511
"2788",25487561,29850158
"2789",25487561,29492313
"2790",25487561,29492287
"2791",25487561,28673400
"2792",25487561,28659715
"2793",25487561,28256616
"2794",25487561,28044981
"2795",25487561,27903268
"2796",25487561,27901618
"2797",25487561,27838013
"2798",25487561,27812194
"2799",25487561,27777592
"2800",25487561,27624276
"2801",25487561,27448387
"2802",25487561,27219456
"2803",25487561,26900485
"2804",25487561,26684294
"2805",25487561,26342214
"2806",25487561,26281766
"2807",25487561,25977707
"2808",25483404,29742691
"2809",25483404,29615051
"2810",25483404,29340119
"2811",25483404,29259254
"2812",25483404,29207683
"2813",25483404,29163367
"2814",25483404,28978183
"2815",25483404,28701691
"2816",25483404,28487970
"2817",25483404,28484081
"2818",25483404,28418892
"2819",25483404,28337379
"2820",25483404,28187158
"2821",25483404,28095922
"2822",25483404,28079130
"2823",25483404,28075444
"2824",25483404,28018144
"2825",25483404,27890015
"2826",25483404,27725713
"2827",25483404,27669421
"2828",25482586,28636529
"2829",25482586,27490804
"2830",25482586,27019040
"2831",25482586,26859682
"2832",25482586,26734601
"2833",25482586,26713315
"2834",25482586,26039576
"2835",25482109,29410709
"2836",25482109,28191261
"2837",25482109,27749902
"2838",25482109,27222668
"2839",25478632,29255455
"2840",25478632,28125999
"2841",25478632,28033411
"2842",25478632,27525044
"2843",25478632,27158268
"2844",25478632,26904537
"2845",25478632,26843623
"2846",25478632,26716650
"2847",25478632,26346546
"2848",25478632,26206304
"2849",25477445,29705598
"2850",25477445,29617657
"2851",25477445,29562219
"2852",25477445,29330412
"2853",25477445,28653810
"2854",25477445,28228978
"2855",25477445,27338490
"2856",25477445,27304919
"2857",25477445,26855260
"2858",25477445,26578579
"2859",25477445,26298836
"2860",25475938,27518265
"2861",25475938,25157155
"2862",25468892,29476249
"2863",25468892,29223236
"2864",25468892,29081866
"2865",25468892,28905820
"2866",25468892,27882004
"2867",25468892,27046119
"2868",25468892,26665102
"2869",25464844,29523594
"2870",25464844,29272522
"2871",25464844,28368389
"2872",25464844,27834607
"2873",25464844,27549371
"2874",25464844,26965516
"2875",25464844,26774180
"2876",25464844,26462024
"2877",25457166,29659998
"2878",25457166,29351814
"2879",25457166,29320730
"2880",25457166,28784805
"2881",25457166,28749988
"2882",25457166,28663579
"2883",25457166,28224044
"2884",25457166,28101581
"2885",25457166,28018140
"2886",25457166,27875251
"2887",25457166,27434648
"2888",25457166,27216774
"2889",25457166,26989613
"2890",25457166,26821364
"2891",25457166,26563484
"2892",25457166,26453309
"2893",25457166,26258414
"2894",25457166,26183187
"2895",25457166,26072710
"2896",25457166,26021318
"2897",25452688,29156801
"2898",25452688,27001843
"2899",25437047,29544537
"2900",25437047,29237399
"2901",25437047,29088760
"2902",25437047,28742980
"2903",25437047,28270149
"2904",25437047,27358825
"2905",25437047,27222668
"2906",25437047,26095709
"2907",25437047,26015812
"2908",25434263,29372669
"2909",25434263,28781890
"2910",25434263,28234024
"2911",25434263,27829162
"2912",25434263,27574916
"2913",25434263,27523298
"2914",25434263,27415467
"2915",25434263,27358748
"2916",25434263,27308065
"2917",25434263,27158529
"2918",25434263,26366233
"2919",25434263,26339634
"2920",25434263,26241064
"2921",25434263,26097467
"2922",25434263,26026600
"2923",25431265,29510672
"2924",25431265,29104214
"2925",25431265,28406751
"2926",25431265,27218204
"2927",25428892,29371508
"2928",25428892,29310707
"2929",25428892,29307114
"2930",25428892,28984837
"2931",25428892,28769966
"2932",25428892,28644843
"2933",25428892,28555148
"2934",25428892,27563303
"2935",25428892,27252585
"2936",25428892,27146360
"2937",25428892,26734016
"2938",25428892,26325578
"2939",25428892,26322050
"2940",25428892,26315263
"2941",25425234,29374463
"2942",25425234,29358335
"2943",25425234,28521789
"2944",25425234,27329757
"2945",25425234,27066304
"2946",25425234,27037120
"2947",25425234,26195506
"2948",25425234,26162088
"2949",25425234,26085615
"2950",25425234,25925568
"2951",25425234,25527550
"2952",25421661,28487862
"2953",25415302,29262524
"2954",25415302,29104512
"2955",25415302,28820292
"2956",25415302,28369373
"2957",25415302,27741251
"2958",25415302,27197205
"2959",25415302,26795595
"2960",25415302,25566329
"2961",25409429,27358825
"2962",25400167,28709583
"2963",25389438,27117759
"2964",25389438,27006469
"2965",25389438,26311046
"2966",25384337,29212206
"2967",25384337,29156803
"2968",25384337,29156615
"2969",25384337,28915670
"2970",25384337,28486411
"2971",25384337,28053921
"2972",25384337,27892790
"2973",25384337,27891254
"2974",25384337,27808252
"2975",25384337,27576364
"2976",25384337,27203547
"2977",25384337,27051466
"2978",25384337,26693073
"2979",25384337,26402245
"2980",25378331,26942045
"2981",25367621,28174687
"2982",25367621,27293999
"2983",25366815,29309036
"2984",25366815,29233983
"2985",25366815,28765607
"2986",25366815,28586350
"2987",25366815,28068183
"2988",25366815,27929729
"2989",25366815,27900566
"2990",25366815,27715443
"2991",25366815,27525044
"2992",25366815,26953261
"2993",25366815,26912865
"2994",25366815,26734601
"2995",25366815,26581630
"2996",25366815,26102294
"2997",25366815,25712477
"2998",25366815,25477445
"2999",25363891,29182635
"3000",25363891,29048557
"3001",25363891,28874170
"3002",25363891,26148686
"3003",25363891,26085659
"3004",25352549,28546999
"3005",25352549,28096347
"3006",25352549,27924012
"3007",25352549,27843500
"3008",25352549,27807467
"3009",25352549,27081539
"3010",25352549,27016617
"3011",25352549,27014690
"3012",25352549,26895047
"3013",25352549,26743714
"3014",25352549,26719777
"3015",25352549,26281766
"3016",25352549,26159513
"3017",25346866,29239145
"3018",25346866,28803918
"3019",25346866,28400552
"3020",25346866,27875251
"3021",25346866,27525044
"3022",25346866,27016617
"3023",25346866,27014690
"3024",25346866,25633377
"3025",25339972,26904537
"3026",25339972,26595768
"3027",25339972,26321759
"3028",25327576,29666409
"3029",25327576,29453090
"3030",25327576,28781890
"3031",25327576,28754983
"3032",25327576,28234024
"3033",25327576,28199414
"3034",25327576,27983712
"3035",25327576,27669283
"3036",25327576,27653773
"3037",25327576,27596818
"3038",25327576,27523298
"3039",25327576,27412369
"3040",25327576,27352641
"3041",25327576,27320326
"3042",25327576,27308065
"3043",25327576,27152464
"3044",25327576,27019040
"3045",25327576,26678531
"3046",25327576,26460521
"3047",25327576,26026600
"3048",25327441,28166262
"3049",25326395,29786668
"3050",25326395,29564176
"3051",25326395,29361689
"3052",25326395,29138597
"3053",25326395,28884045
"3054",25326395,28544821
"3055",25326395,28350360
"3056",25326395,27509205
"3057",25326395,27218092
"3058",25326395,26884925
"3059",25326395,26447133
"3060",25326395,26321889
"3061",25326395,26146606
"3062",25325337,29293593
"3063",25325337,28973032
"3064",25325337,28726746
"3065",25325337,27782056
"3066",25319577,29755690
"3067",25319577,29312227
"3068",25319577,29255497
"3069",25319577,29212206
"3070",25319577,29051587
"3071",25319577,28593503
"3072",25319577,28507442
"3073",25319577,28484252
"3074",25319577,28471386
"3075",25319577,28261325
"3076",25319577,28060757
"3077",25319577,27507047
"3078",25319577,27462864
"3079",25319577,27242996
"3080",25319577,27051466
"3081",25319577,26457819
"3082",25319577,26448926
"3083",25319577,26131050
"3084",25316809,29721210
"3085",25316809,29500276
"3086",25316809,29242529
"3087",25316809,29229600
"3088",25316809,29039788
"3089",25316809,28148257
"3090",25316809,27936464
"3091",25316809,27646854
"3092",25316809,27608848
"3093",25316809,27574449
"3094",25316809,27456940
"3095",25316809,27259716
"3096",25316809,27147568
"3097",25316809,27070699
"3098",25316809,26969414
"3099",25316809,26967246
"3100",25316809,26493647
"3101",25316809,26351843
"3102",25316809,26160429
"3103",25316809,25793777
"3104",25303049,28977914
"3105",25303049,28871001
"3106",25303049,27942223
"3107",25303049,26793111
"3108",25302494,29740106
"3109",25294903,29343623
"3110",25294903,28918548
"3111",25294903,27911866
"3112",25294903,27574435
"3113",25294903,27428416
"3114",25294903,26862903
"3115",25294903,26393654
"3116",25294903,26368860
"3117",25294903,26309812
"3118",25294903,26125013
"3119",25294903,25603177
"3120",25289675,27895722
"3121",25289675,27525044
"3122",25289675,26743714
"3123",25289675,25689626
"3124",25278831,29122605
"3125",25278831,27281743
"3126",25276231,28663337
"3127",25276231,28640667
"3128",25276231,28630288
"3129",25276231,28500258
"3130",25276231,27875251
"3131",25276231,27655786
"3132",25276231,27525044
"3133",25276231,27419368
"3134",25276231,27373813
"3135",25276231,27185940
"3136",25276231,27061836
"3137",25276231,26957474
"3138",25276231,26821364
"3139",25276231,26156747
"3140",25276231,26109049
"3141",25275447,29641467
"3142",25275447,29492307
"3143",25275447,29255497
"3144",25275447,29212206
"3145",25275447,29028794
"3146",25275447,28911103
"3147",25275447,28854904
"3148",25275447,28758105
"3149",25275447,28684753
"3150",25275447,28535662
"3151",25275447,28377395
"3152",25275447,28035987
"3153",25275447,27996157
"3154",25275447,27980689
"3155",25275447,27835605
"3156",25275447,27749902
"3157",25275447,27743609
"3158",25275447,27351216
"3159",25275447,27143812
"3160",25275447,27019040
"3161",25275032,29291617
"3162",25275032,26448926
"3163",25275032,26303970
"3164",25274305,29688421
"3165",25274305,29650551
"3166",25274305,29648536
"3167",25274305,29610583
"3168",25274305,29560044
"3169",25274305,29551271
"3170",25274305,29505568
"3171",25274305,29505560
"3172",25274305,29492295
"3173",25274305,29357977
"3174",25274305,29332159
"3175",25274305,29308093
"3176",25274305,29255492
"3177",25274305,29239145
"3178",25274305,29206283
"3179",25274305,29198826
"3180",25274305,29146583
"3181",25274305,29144233
"3182",25274305,29072575
"3183",25274305,29046735
"3184",25264146,28968983
"3185",25264146,28489894
"3186",25264146,26375518
"3187",25251398,29209557
"3188",25251398,27527863
"3189",25251398,27446801
"3190",25251398,26963372
"3191",25251398,26581878
"3192",25251398,26460734
"3193",25247314,29686974
"3194",25247314,29617657
"3195",25247314,29615469
"3196",25247314,29239145
"3197",25247314,29201157
"3198",25247314,28851455
"3199",25247314,28765607
"3200",25247314,28661724
"3201",25247314,28653810
"3202",25247314,28524723
"3203",25247314,28399814
"3204",25247314,28261550
"3205",25247314,28228978
"3206",25247314,27882448
"3207",25247314,27867194
"3208",25247314,27836583
"3209",25247314,27692431
"3210",25247314,27621458
"3211",25247314,27568560
"3212",25247314,27552971
"3213",25228647,29703894
"3214",25228647,29351814
"3215",25228647,29234025
"3216",25228647,29142897
"3217",25228647,29072575
"3218",25228647,29036642
"3219",25228647,28749988
"3220",25228647,28591571
"3221",25228647,28439515
"3222",25228647,28294943
"3223",25228647,28239420
"3224",25228647,28114097
"3225",25228647,28056787
"3226",25228647,27980689
"3227",25228647,27889452
"3228",25228647,27875251
"3229",25228647,27818689
"3230",25228647,27728778
"3231",25228647,27717710
"3232",25228647,27618282
"3233",25218365,27796684
"3234",25218365,27669902
"3235",25211013,29066820
"3236",25211013,28844698
"3237",25211013,28057823
"3238",25211013,27895722
"3239",25211013,27525044
"3240",25211013,26424089
"3241",25211013,26021318
"3242",25210735,28947923
"3243",25210735,28520754
"3244",25210735,28453604
"3245",25210735,27874048
"3246",25210735,26973132
"3247",25210735,26339587
"3248",25210735,26196382
"3249",25210131,27221653
"3250",25210131,27019040
"3251",25210131,25758951
"3252",25207595,29051454
"3253",25207595,29051438
"3254",25207595,25056133
"3255",25201440,28854904
"3256",25201440,27462376
"3257",25201440,27351216
"3258",25201440,27317098
"3259",25201440,26448926
"3260",25192754,27525044
"3261",25190725,29361689
"3262",25190725,28678173
"3263",25190725,28598398
"3264",25190725,28533659
"3265",25190725,28350360
"3266",25190725,28293326
"3267",25190725,28194445
"3268",25190725,28035987
"3269",25190725,27955637
"3270",25190725,27459442
"3271",25190725,27391152
"3272",25190725,26859682
"3273",25190725,26734601
"3274",25190725,26697123
"3275",25190725,26311717
"3276",25190725,26146606
"3277",25184628,29255497
"3278",25184628,29212206
"3279",25184628,28979716
"3280",25184628,28512473
"3281",25184628,28261325
"3282",25184628,28003742
"3283",25184628,27051466
"3284",25184628,27019040
"3285",25184628,26997221
"3286",25184628,26890526
"3287",25184628,26859682
"3288",25184628,26446621
"3289",25184628,26401660
"3290",25184628,26133168
"3291",25184628,26110029
"3292",25184628,25699076
"3293",25184004,28643795
"3294",25184004,28033411
"3295",25184004,26104698
"3296",25182563,29043002
"3297",25182383,29644096
"3298",25180573,29237331
"3299",25180573,29134693
"3300",25180573,28974405
"3301",25180573,28538662
"3302",25180573,28463237
"3303",25180573,28335457
"3304",25180573,28298276
"3305",25180573,27981188
"3306",25180573,27840741
"3307",25180573,27462204
"3308",25180573,27445700
"3309",25180573,26756904
"3310",25180573,26666733
"3311",25180573,26575259
"3312",25180573,26218293
"3313",25180573,26074864
"3314",25180573,25903146
"3315",25180573,25762938
"3316",25171471,29472622
"3317",25171471,27822059
"3318",25159889,28105195
"3319",25159889,27560363
"3320",25159889,26446593
"3321",25149914,27346785
"3322",25147922,29423022
"3323",25147922,29378619
"3324",25147922,29287311
"3325",25147922,28743287
"3326",25147922,27891189
"3327",25147922,27849614
"3328",25147922,27594771
"3329",25147922,26929985
"3330",25147922,25589532
"3331",25143533,29364142
"3332",25143533,28575409
"3333",25143533,27914481
"3334",25143533,27359343
"3335",25143533,26872770
"3336",25143533,26870247
"3337",25143533,26585388
"3338",25143533,25761766
"3339",25143533,25724209
"3340",25143528,29308092
"3341",25143528,29239145
"3342",25143528,28431148
"3343",25143528,28123791
"3344",25143528,28100588
"3345",25143528,27899577
"3346",25143528,27583184
"3347",25143528,27446907
"3348",25143528,27304919
"3349",25143528,27099633
"3350",25143528,27095191
"3351",25143528,26442176
"3352",25143528,25642238
"3353",25143528,25606060
"3354",25135201,29620244
"3355",25135201,29225480
"3356",25135201,28881841
"3357",25135201,26768483
"3358",25135201,26328250
"3359",25135201,26247735
"3360",25135201,25550921
"3361",25122646,29682569
"3362",25122646,28832517
"3363",25122646,28824802
"3364",25122646,28484595
"3365",25122646,28484391
"3366",25122646,27841298
"3367",25122646,27189643
"3368",25122646,27042295
"3369",25122646,26847462
"3370",25122646,26055904
"3371",25122646,26041391
"3372",25122415,28919950
"3373",25122415,26587056
"3374",25120789,27754862
"3375",25120789,26261577
"3376",25110432,27930579
"3377",25110432,26871294
"3378",25110432,26811607
"3379",25110432,26110029
"3380",25106509,28900618
"3381",25106509,28659711
"3382",25093594,29662621
"3383",25093594,28747659
"3384",25093594,28179590
"3385",25093594,28154273
"3386",25093594,26618628
"3387",25093594,25551625
"3388",25093042,29565245
"3389",25093042,28828268
"3390",25093042,27702814
"3391",25086724,28775768
"3392",25086724,27990183
"3393",25086724,26081768
"3394",25082706,29762547
"3395",25082706,29691395
"3396",25082706,29643204
"3397",25082706,29610480
"3398",25082706,29568354
"3399",25082706,29309035
"3400",25082706,29308092
"3401",25082706,29255497
"3402",25082706,29211049
"3403",25082706,29109480
"3404",25082706,28893944
"3405",25082706,28886379
"3406",25082706,28855259
"3407",25082706,28745987
"3408",25082706,28662076
"3409",25082706,28638402
"3410",25082706,28617797
"3411",25082706,28580196
"3412",25082706,28561751
"3413",25082706,28524723
"3414",25079557,29675180
"3415",25079557,29637072
"3416",25079557,29616219
"3417",25079557,29545821
"3418",25079557,29492287
"3419",25079557,29367672
"3420",25079557,29361568
"3421",25079557,29270239
"3422",25079557,29254992
"3423",25079557,29218402
"3424",25079557,29203910
"3425",25079557,29134247
"3426",25079557,29129686
"3427",25079557,29043294
"3428",25079557,28985528
"3429",25079557,28978434
"3430",25079557,28969601
"3431",25079557,28928767
"3432",25079557,28915634
"3433",25079557,28882847
"3434",25054082,29332159
"3435",25054082,29309036
"3436",25054082,29309035
"3437",25054082,29154869
"3438",25054082,27635049
"3439",25054082,27436286
"3440",25054082,26895062
"3441",25053411,28523221
"3442",25053411,27583186
"3443",25053411,27525044
"3444",25053411,26657964
"3445",25053411,26463126
"3446",25053411,25710700
"3447",25043885,28166262
"3448",25043885,27167780
"3449",25036377,29643204
"3450",25036377,29255707
"3451",25036377,29239145
"3452",25036377,29206283
"3453",25036377,28941877
"3454",25036377,28851270
"3455",25036377,28806172
"3456",25036377,28745987
"3457",25036377,28580196
"3458",25036377,28513547
"3459",25036377,28450582
"3460",25036377,28446200
"3461",25036377,28301478
"3462",25036377,27993162
"3463",25036377,27965292
"3464",25036377,27934698
"3465",25036377,27895722
"3466",25036377,27875251
"3467",25036377,27573482
"3468",25036377,27527733
"3469",25035434,29387521
"3470",25035434,26362467
"3471",25035434,26339587
"3472",25027854,29635292
"3473",25027854,28821716
"3474",25027854,28645321
"3475",25027854,28045116
"3476",25027854,27716143
"3477",25027854,27444743
"3478",25027854,26912189
"3479",25027854,26911717
"3480",25027854,26536671
"3481",25027854,26358297
"3482",25027854,25767477
"3483",25026000,26448926
"3484",25026000,26265203
"3485",25026000,26106605
"3486",25026000,26064422
"3487",25026000,25646071
"3488",25024751,28588679
"3489",25024751,26870247
"3490",25024751,26500892
"3491",25024751,26491255
"3492",25023548,28721076
"3493",25023548,26885080
"3494",25018785,29657287
"3495",25018785,29454939
"3496",25018785,28957425
"3497",25018785,28945883
"3498",25018785,28775768
"3499",25018785,28028040
"3500",25018785,27980689
"3501",25018785,27340555
"3502",25018785,27259207
"3503",25018785,26999216
"3504",25018785,26854351
"3505",25018785,26612867
"3506",25018785,26609133
"3507",25011998,29456718
"3508",25011998,29321190
"3509",25011998,28979716
"3510",25011998,28141798
"3511",25011998,27418145
"3512",25011998,27267993
"3513",25011998,26894863
"3514",25011998,26697123
"3515",25011998,26137463
"3516",25010268,27525044
"3517",25010268,27482511
"3518",25000994,29563563
"3519",25000994,29492293
"3520",25000994,29234321
"3521",25000994,29220657
"3522",25000994,29114052
"3523",25000994,29084573
"3524",25000994,28947736
"3525",25000994,28915634
"3526",25000994,28894175
"3527",25000994,28594821
"3528",25000994,28439272
"3529",25000994,28408975
"3530",25000994,28303933
"3531",25000994,28180285
"3532",25000994,28132849
"3533",25000994,28018144
"3534",25000994,27713408
"3535",25000994,27680998
"3536",25000994,27617274
"3537",25000994,27578869
"3538",24998982,28977860
"3539",24998982,28758105
"3540",24998982,28141798
"3541",24998982,27771773
"3542",24998982,26997221
"3543",24998597,29843609
"3544",24998597,29635292
"3545",24998597,29250704
"3546",24998597,28791511
"3547",24998597,28582417
"3548",24998597,28178516
"3549",24998597,27899719
"3550",24998597,27818689
"3551",24998597,27655631
"3552",24998597,27558650
"3553",24998597,27330565
"3554",24998597,27184706
"3555",24998597,27034506
"3556",24998597,26801897
"3557",24998597,26628361
"3558",24998597,26362467
"3559",24998597,26052354
"3560",24998597,25957313
"3561",24998597,25926607
"3562",24998597,25818198
"3563",24992910,28593503
"3564",24992910,28141798
"3565",24992910,27242996
"3566",24992910,27016420
"3567",24992910,26751487
"3568",24992910,26734601
"3569",24992910,26457819
"3570",24992910,26448926
"3571",24990961,28267419
"3572",24990961,25792089
"3573",24981170,29703894
"3574",24981170,29636490
"3575",24981170,29529258
"3576",24981170,29499153
"3577",24981170,29358085
"3578",24981170,29040764
"3579",24981170,29036642
"3580",24981170,28963472
"3581",24981170,28790329
"3582",24981170,28760201
"3583",24981170,28760200
"3584",24981170,28760199
"3585",24981170,28698521
"3586",24981170,28640667
"3587",24981170,28507606
"3588",24981170,28487353
"3589",24981170,28471386
"3590",24981170,28427179
"3591",24981170,28361889
"3592",24981170,28334823
"3593",24980824,27047253
"3594",24980824,26904537
"3595",24980824,26595768
"3596",24980824,26321759
"3597",24980824,26087192
"3598",24980824,25478632
"3599",24980824,25339972
"3600",24980756,29051438
"3601",24980756,28561791
"3602",24980756,28362264
"3603",24980756,28234024
"3604",24980756,27523298
"3605",24980756,26339587
"3606",24980756,26241064
"3607",24980756,26035430
"3608",24980756,25960943
"3609",24980756,25580720
"3610",24980756,25434263
"3611",24975850,26106582
"3612",24971511,29212206
"3613",24971511,29051587
"3614",24971511,28403857
"3615",24971511,28272323
"3616",24971511,28222152
"3617",24971511,26890526
"3618",24971511,26734601
"3619",24971511,26448926
"3620",24971511,26220712
"3621",24971511,26090795
"3622",24971511,25800897
"3623",24968166,29610583
"3624",24968166,29565245
"3625",24968166,28175298
"3626",24968166,27702814
"3627",24968166,26104698
"3628",24968166,25951186
"3629",24968166,25633377
"3630",24960414,29712937
"3631",24960414,29209557
"3632",24960414,28677663
"3633",24960414,28641684
"3634",24960414,28473742
"3635",24960414,28435431
"3636",24960414,28134023
"3637",24960414,27446801
"3638",24960414,27419368
"3639",24960414,27367604
"3640",24960414,26989787
"3641",24960414,26963372
"3642",24960414,26553631
"3643",24960414,26528440
"3644",24960414,26342214
"3645",24960414,26281766
"3646",24960414,26203772
"3647",24960414,26080392
"3648",24960414,25938281
"3649",24960058,28265304
"3650",24960058,26281766
"3651",24960058,25774044
"3652",24959316,24998982
"3653",24953529,29721214
"3654",24953529,29616129
"3655",24953529,28684753
"3656",24953529,27861150
"3657",24952344,29213091
"3658",24952344,28533525
"3659",24952344,26640548
"3660",24948396,26989897
"3661",24948396,26244896
"3662",24939876,29648536
"3663",24939876,29551271
"3664",24939876,29308092
"3665",24939876,29239145
"3666",24939876,29234025
"3667",24939876,29211049
"3668",24939876,29180668
"3669",24939876,28851455
"3670",24939876,28740726
"3671",24939876,28670441
"3672",24939876,28483779
"3673",24939876,28348165
"3674",24939876,28334004
"3675",24939876,28057823
"3676",24939876,27993162
"3677",24939876,27900318
"3678",24939876,27880848
"3679",24939876,27875251
"3680",24939876,27863519
"3681",24939876,27780869
"3682",24939875,29728561
"3683",24939875,29529258
"3684",24939875,29515758
"3685",24939875,29467864
"3686",24939875,29301509
"3687",24939875,29211718
"3688",24939875,29127279
"3689",24939875,28842508
"3690",24939875,28698521
"3691",24939875,28630288
"3692",24939875,28491150
"3693",24939875,28406751
"3694",24939875,28228846
"3695",24939875,28114097
"3696",24939875,27932388
"3697",24939875,27929729
"3698",24939875,27929060
"3699",24939875,27795737
"3700",24939875,27655786
"3701",24939875,27639284
"3702",24935274,29768508
"3703",24935274,29760747
"3704",24935274,29661177
"3705",24935274,29437869
"3706",24935274,29125240
"3707",24935274,28275741
"3708",24935274,27738762
"3709",24935274,27658891
"3710",24935274,27624815
"3711",24935274,27486317
"3712",24935274,27145369
"3713",24935274,26928707
"3714",24935274,26909231
"3715",24935274,26690652
"3716",24935274,26547931
"3717",24935274,26487938
"3718",24935274,26162405
"3719",24935274,25956270
"3720",24935274,25945086
"3721",24935274,25589413
"3722",24930817,29138870
"3723",24930817,28484492
"3724",24930817,27298712
"3725",24922663,28594926
"3726",24922663,26090795
"3727",24920369,28423565
"3728",24918913,29020142
"3729",24918913,28785591
"3730",24918913,28270149
"3731",24918913,27973581
"3732",24914555,27525044
"3733",24914555,26957474
"3734",24914052,29392473
"3735",24914052,29154869
"3736",24914052,29028794
"3737",24914052,28806172
"3738",24914052,28431148
"3739",24914052,28420185
"3740",24914052,28294066
"3741",24914052,27899577
"3742",24914052,27527733
"3743",24914052,27525044
"3744",24914052,27215330
"3745",24914052,27099633
"3746",24914052,27095191
"3747",24914052,26855260
"3748",24914052,26734601
"3749",24914052,26442182
"3750",24914052,26253128
"3751",24914052,25951186
"3752",24914052,25876649
"3753",24914052,25774044
"3754",24905848,29573225
"3755",24905848,27280798
"3756",24905848,27186279
"3757",24905848,25861283
"3758",24898425,29543757
"3759",24898425,29187878
"3760",24898425,29125844
"3761",24898425,28757263
"3762",24898425,27507047
"3763",24898425,26823755
"3764",24898425,26734601
"3765",24898425,26683359
"3766",24898425,26281766
"3767",24898425,25774687
"3768",24894887,27171378
"3769",24894887,26046344
"3770",24894828,25774044
"3771",24889506,26362467
"3772",24889506,26339587
"3773",24889506,25747128
"3774",24885368,29568890
"3775",24885368,29216925
"3776",24885368,28486411
"3777",24885368,28109198
"3778",24885368,27891254
"3779",24885368,25712341
"3780",24885368,25699047
"3781",24885368,25547388
"3782",24885062,29757973
"3783",24885062,29666387
"3784",24885062,29619072
"3785",24885062,29510987
"3786",24885062,29152088
"3787",24885062,29137388
"3788",24885062,28856682
"3789",24885062,28623901
"3790",24885062,28469732
"3791",24885062,28405513
"3792",24885062,28268248
